refund_id,order_id,refund_date,refund_amount,reason
1255,4053,2023-05-07,43.85,Changed Mind
1256,50372,2023-04-01,147.4,Changed Mind
1257,39578,2023-02-06,109.54,Wrong Item
1258,53207,2023-06-07,54.56,Defective
1259,34291,2023-11-19,188.0,Changed Mind
1260,27953,2023-06-06,170.1,Wrong Item
1261,57369,2023-12-16,166.39,Changed Mind
1262,43776,2023-12-22,24.2,Wrong Item
1263,25054,2023-09-02,197.12,Defective
1264,55474,2023-10-07,107.41,Defective
1265,20843,2023-04-25,170.39,Defective
1266,41742,2023-07-30,135.63,Wrong Item
1267,48536,2023-02-17,46.27,Changed Mind
1268,10998,2023-01-13,47.34,Defective
1269,26694,2023-12-11,113.31,Wrong Item
1270,5608,2023-07-23,19.63,Wrong Item
1271,26769,2023-05-22,198.9,Changed Mind
1272,15817,2023-11-17,54.47,Wrong Item
1273,7702,2023-10-16,110.51,Changed Mind
1274,48841,2023-05-20,99.55,Defective
1275,16463,2023-08-08,149.87,Defective
1276,33240,2023-12-16,83.92,Changed Mind
1277,34885,2023-09-24,188.36,Wrong Item
1278,41266,2023-03-27,68.45,Defective
1279,2709,2023-07-26,199.9,Changed Mind
1280,57325,2023-01-02,115.73,Wrong Item
1281,56028,2023-08-29,87.92,Wrong Item
1282,50060,2023-07-24,76.14,Defective
1283,43425,2023-02-17,10.03,Defective
1284,16951,2023-11-21,29.03,Changed Mind
1285,43824,2023-12-27,189.16,Changed Mind
1286,60119,2023-08-14,196.64,Changed Mind
1287,8765,2023-08-15,131.03,Defective
1288,45002,2023-11-18,36.93,Changed Mind
1289,2090,2023-01-04,169.94,Defective
1290,36391,2023-05-28,190.23,Changed Mind
1291,57653,2023-04-30,67.66,Defective
1292,19736,2023-12-30,93.23,Changed Mind
1293,44666,2023-08-29,59.86,Defective
1294,47226,2023-06-30,75.98,Changed Mind
1295,21179,2023-09-20,125.75,Changed Mind
1296,32841,2023-10-14,104.46,Wrong Item
1297,28802,2023-01-13,181.04,Wrong Item
1298,24287,2023-11-01,72.83,Changed Mind
1299,32235,2023-05-03,56.31,Changed Mind
1300,57131,2023-09-06,190.47,Wrong Item
1301,39352,2023-01-27,146.06,Wrong Item
1302,1494,2023-01-10,14.65,Changed Mind
1303,56118,2023-01-03,93.11,Changed Mind
1304,42420,2023-10-16,28.83,Wrong Item
1305,8539,2023-02-12,173.98,Changed Mind
1306,39057,2023-12-14,123.6,Defective
1307,9240,2023-02-12,143.49,Wrong Item
1308,51772,2023-08-11,183.84,Changed Mind
1309,14681,2023-05-31,12.47,Wrong Item
1310,38120,2023-05-31,127.39,Wrong Item
1311,26699,2023-12-22,129.16,Changed Mind
1312,34289,2023-02-17,50.12,Defective
1313,1894,2023-10-28,185.39,Defective
1314,55623,2023-01-21,109.52,Changed Mind
1315,41285,2023-11-22,13.7,Defective
1316,17035,2023-04-10,193.64,Defective
1317,41784,2023-10-07,28.49,Changed Mind
1318,57847,2023-02-27,152.31,Changed Mind
1319,57453,2023-07-25,170.93,Defective
1320,44774,2023-02-17,176.33,Defective
1321,11245,2023-10-27,158.05,Changed Mind
1322,20993,2023-03-04,184.92,Wrong Item
1323,60459,2023-12-11,143.79,Changed Mind
1324,46044,2023-07-13,126.91,Defective
1325,26037,2023-01-19,35.32,Defective
1326,42577,2023-10-11,83.76,Changed Mind
1327,41712,2023-11-19,194.77,Changed Mind
1328,52068,2023-06-15,24.61,Defective
1329,48939,2023-02-23,31.06,Changed Mind
1330,54434,2023-03-18,111.76,Changed Mind
1331,39029,2023-09-15,49.31,Changed Mind
1332,22118,2023-08-29,10.27,Wrong Item
1333,15008,2023-04-06,94.72,Defective
1334,51640,2023-01-28,56.42,Changed Mind
1335,4777,2023-08-03,119.92,Defective
1336,28425,2023-05-06,161.03,Wrong Item
1337,30787,2023-05-06,41.92,Changed Mind
1338,49271,2023-06-14,127.58,Wrong Item
1339,56393,2023-06-03,34.0,Changed Mind
1340,45309,2023-09-18,144.79,Changed Mind
1341,46328,2023-07-30,111.48,Defective
1342,19431,2023-07-22,99.83,Wrong Item
1343,30723,2023-06-10,167.67,Defective
1344,46599,2023-02-02,90.31,Changed Mind
1345,20762,2023-12-16,83.46,Defective
1346,10633,2023-03-16,124.16,Wrong Item
1347,21213,2023-12-14,139.93,Changed Mind
1348,40053,2023-09-22,21.74,Defective
1349,44439,2023-04-14,60.47,Changed Mind
1350,54369,2023-10-02,123.76,Defective
1351,56025,2023-08-27,116.44,Changed Mind
1352,33737,2023-10-30,87.8,Wrong Item
1353,32079,2023-03-04,65.73,Defective
1354,53948,2023-10-19,29.58,Defective
1355,28645,2023-03-08,140.58,Changed Mind
1356,22218,2023-11-15,81.77,Defective
1357,8886,2023-12-06,52.18,Changed Mind
1358,45079,2023-10-10,91.08,Wrong Item
1359,33867,2023-11-15,100.62,Defective
1360,60630,2023-01-16,151.23,Changed Mind
1361,20917,2023-09-12,177.09,Wrong Item
1362,9148,2023-04-03,76.01,Changed Mind
1363,22438,2023-06-05,196.45,Defective
1364,24206,2023-08-11,144.03,Wrong Item
1365,38928,2023-03-26,49.79,Changed Mind
1366,46698,2023-12-11,36.9,Changed Mind
1367,12458,2023-07-13,123.31,Wrong Item
1368,55135,2023-01-14,175.25,Defective
1369,45636,2023-07-07,59.74,Changed Mind
1370,48510,2023-01-19,180.83,Wrong Item
1371,21918,2023-02-27,121.93,Defective
1372,4641,2023-01-11,89.09,Changed Mind
1373,11434,2023-01-21,144.8,Defective
1374,21188,2023-10-03,121.86,Changed Mind
1375,37291,2023-05-27,162.8,Wrong Item
1376,20404,2023-11-01,107.06,Wrong Item
1377,49279,2023-02-14,54.3,Wrong Item
1378,50595,2023-06-26,115.25,Defective
1379,39197,2023-07-04,186.22,Defective
1380,42703,2023-05-06,112.18,Defective
1381,27956,2023-01-01,166.15,Defective
1382,15514,2023-04-19,33.84,Changed Mind
1383,53707,2023-01-09,184.39,Defective
1384,47730,2023-05-20,95.91,Changed Mind
1385,54646,2023-05-09,117.62,Defective
1386,29813,2023-07-10,102.97,Changed Mind
1387,19533,2023-01-26,152.73,Wrong Item
1388,58244,2023-05-04,58.81,Changed Mind
1389,38769,2023-07-05,101.45,Defective
1390,8914,2023-11-23,86.13,Wrong Item
1391,8714,2023-09-05,191.81,Wrong Item
1392,39490,2023-03-09,77.65,Wrong Item
1393,5635,2023-09-20,36.87,Changed Mind
1394,2480,2023-01-19,126.08,Changed Mind
1395,45621,2023-02-27,37.36,Wrong Item
1396,14100,2023-08-12,78.55,Defective
1397,46308,2023-12-21,180.67,Changed Mind
1398,26847,2023-11-26,115.68,Wrong Item
1399,16876,2023-10-24,25.14,Defective
1400,4296,2023-02-07,161.96,Defective
1401,45664,2023-05-20,196.91,Changed Mind
1402,35596,2023-11-07,116.31,Wrong Item
1403,12233,2023-09-01,199.73,Changed Mind
1404,13946,2023-06-25,43.37,Wrong Item
1405,53143,2023-01-18,23.81,Changed Mind
1406,33905,2023-05-19,62.36,Changed Mind
1407,41084,2023-11-08,91.14,Changed Mind
1408,4442,2023-04-28,169.61,Changed Mind
1409,13671,2023-04-11,136.44,Wrong Item
1410,29688,2023-10-27,171.79,Wrong Item
1411,10507,2023-08-07,25.68,Defective
1412,11388,2023-03-01,198.45,Defective
1413,6772,2023-08-19,109.27,Wrong Item
1414,19339,2023-06-01,39.59,Wrong Item
1415,31209,2023-06-07,54.78,Defective
1416,28179,2023-12-18,19.54,Wrong Item
1417,9448,2023-05-29,194.87,Wrong Item
1418,49174,2023-11-28,189.57,Defective
1419,25439,2023-01-26,93.97,Defective
1420,29634,2023-01-21,187.8,Wrong Item
1421,7036,2023-05-27,84.22,Defective
1422,8356,2023-09-01,26.31,Defective
1423,33259,2023-11-26,146.04,Changed Mind
1424,5277,2023-05-09,149.8,Changed Mind
1425,23414,2023-05-26,104.45,Defective
1426,27389,2023-11-08,33.89,Wrong Item
1427,9451,2023-06-21,168.75,Wrong Item
1428,10110,2023-08-18,45.71,Changed Mind
1429,2202,2023-09-14,67.23,Changed Mind
1430,8769,2023-06-17,57.83,Changed Mind
1431,53658,2023-02-17,50.78,Defective
1432,26488,2023-12-09,140.32,Defective
1433,18832,2023-05-01,108.71,Defective
1434,24919,2023-10-03,83.88,Defective
1435,8622,2023-01-21,19.74,Wrong Item
1436,28127,2023-07-01,18.06,Defective
1437,13917,2023-04-18,63.55,Changed Mind
1438,38853,2023-11-30,169.91,Changed Mind
1439,50377,2023-05-24,83.45,Changed Mind
1440,27541,2023-01-03,185.02,Defective
1441,31590,2023-12-18,171.24,Defective
1442,8250,2023-03-17,169.02,Defective
1443,40802,2023-11-05,57.32,Defective
1444,21769,2023-12-19,36.8,Wrong Item
1445,18885,2023-06-19,76.73,Defective
1446,19281,2023-02-06,94.85,Changed Mind
1447,56785,2023-11-28,14.7,Defective
1448,43290,2023-09-15,43.67,Defective
1449,47857,2023-06-07,97.22,Changed Mind
1450,46003,2023-08-20,174.4,Changed Mind
1451,58438,2023-07-22,145.68,Wrong Item
1452,28511,2023-01-10,169.51,Defective
1453,50736,2023-11-14,39.75,Defective
1454,40423,2023-04-11,195.46,Wrong Item
1455,1787,2023-03-26,30.66,Defective
1456,48622,2023-03-30,144.7,Wrong Item
1457,13194,2023-05-28,39.73,Changed Mind
1458,50391,2023-02-14,54.57,Wrong Item
1459,24253,2023-06-23,18.73,Defective
1460,9127,2023-03-14,194.52,Changed Mind
1461,31387,2023-11-21,66.61,Wrong Item
1462,29144,2023-08-28,135.84,Wrong Item
1463,24278,2023-03-21,101.22,Changed Mind
1464,59433,2023-05-31,30.17,Changed Mind
1465,8420,2023-05-24,77.88,Wrong Item
1466,54569,2023-07-05,30.08,Wrong Item
1467,28638,2023-07-02,166.34,Changed Mind
1468,1186,2023-03-09,19.85,Wrong Item
1469,3898,2023-01-02,184.96,Changed Mind
1470,8538,2023-10-07,35.46,Changed Mind
1471,26920,2023-09-22,49.06,Changed Mind
1472,20475,2023-01-22,179.85,Defective
1473,8379,2023-03-02,69.09,Defective
1474,32872,2023-05-30,115.27,Defective
1475,58650,2023-12-30,183.55,Wrong Item
1476,32361,2023-11-02,159.04,Wrong Item
1477,13902,2023-04-08,20.64,Wrong Item
1478,59179,2023-01-20,183.08,Wrong Item
1479,52658,2023-07-09,23.79,Defective
1480,2970,2023-03-11,112.82,Changed Mind
1481,15834,2023-07-28,72.74,Wrong Item
1482,54709,2023-08-16,52.19,Changed Mind
1483,17397,2023-08-16,106.83,Wrong Item
1484,41075,2023-02-01,52.65,Wrong Item
1485,59492,2023-08-03,31.99,Defective
1486,22847,2023-03-07,17.57,Defective
1487,49350,2023-07-19,85.4,Changed Mind
1488,51713,2023-02-26,132.6,Wrong Item
1489,22199,2023-10-24,183.53,Defective
1490,47145,2023-12-01,145.8,Changed Mind
1491,29181,2023-12-04,142.01,Changed Mind
1492,28601,2023-10-08,182.71,Changed Mind
1493,21571,2023-09-03,16.89,Defective
1494,13060,2023-01-12,25.94,Changed Mind
1495,43997,2023-03-14,22.26,Changed Mind
1496,23193,2023-07-13,147.74,Changed Mind
1497,14184,2023-08-20,59.71,Changed Mind
1498,48988,2023-04-03,23.8,Wrong Item
1499,55533,2023-10-30,11.62,Defective
1500,32349,2023-08-01,66.71,Changed Mind
1501,21051,2023-08-11,22.42,Wrong Item
1502,34257,2023-08-05,115.99,Wrong Item
1503,25035,2023-06-29,65.41,Defective
1504,3164,2023-02-22,48.79,Changed Mind
1505,29150,2023-10-23,64.36,Wrong Item
1506,36955,2023-04-06,12.14,Defective
1507,5274,2023-10-16,36.67,Wrong Item
1508,21763,2023-09-15,49.39,Changed Mind
1509,48624,2023-04-06,180.89,Defective
1510,46608,2023-06-15,38.73,Wrong Item
1511,27946,2023-01-05,40.34,Defective
1512,55576,2023-04-18,159.81,Wrong Item
1513,30727,2023-01-03,169.41,Defective
1514,60913,2023-03-22,20.15,Wrong Item
1515,32609,2023-06-13,90.11,Defective
1516,10591,2023-03-31,171.07,Wrong Item
1517,15062,2023-09-20,65.66,Defective
1518,53714,2023-01-07,85.55,Wrong Item
1519,33940,2023-09-01,87.57,Changed Mind
1520,47969,2023-05-30,187.6,Changed Mind
1521,42199,2023-02-08,140.79,Defective
1522,43557,2023-07-23,50.21,Changed Mind
1523,33253,2023-06-28,58.81,Wrong Item
1524,45416,2023-04-11,46.53,Defective
1525,26240,2023-08-19,97.21,Changed Mind
1526,51371,2023-08-11,36.72,Wrong Item
1527,30541,2023-12-18,142.56,Defective
1528,10137,2023-01-30,156.56,Changed Mind
1529,10758,2023-11-17,25.22,Wrong Item
1530,58574,2023-01-11,108.84,Defective
1531,32746,2023-03-22,152.11,Wrong Item
1532,18999,2023-06-17,196.67,Wrong Item
1533,7316,2023-06-06,174.57,Changed Mind
1534,47911,2023-03-15,196.58,Wrong Item
1535,27765,2023-11-19,84.33,Wrong Item
1536,26495,2023-05-18,193.98,Defective
1537,37117,2023-01-25,55.7,Wrong Item
1538,46373,2023-10-07,133.31,Wrong Item
1539,20682,2023-07-28,72.69,Defective
1540,31161,2023-08-06,93.99,Defective
1541,13581,2023-06-28,49.25,Changed Mind
1542,14460,2023-02-14,165.35,Defective
1543,16643,2023-04-29,60.6,Changed Mind
1544,6284,2023-04-13,80.95,Wrong Item
1545,1525,2023-01-07,25.24,Wrong Item
1546,31501,2023-06-30,154.85,Changed Mind
1547,31948,2023-09-27,194.35,Changed Mind
1548,15360,2023-07-05,19.1,Changed Mind
1549,46768,2023-08-28,25.37,Defective
1550,49516,2023-01-25,73.82,Wrong Item
1551,9662,2023-03-16,75.11,Wrong Item
1552,4103,2023-04-10,109.61,Defective
1553,27446,2023-07-21,140.19,Wrong Item
1554,34128,2023-11-12,189.06,Wrong Item
1555,9886,2023-03-12,20.78,Wrong Item
1556,56865,2023-04-22,115.75,Wrong Item
1557,25299,2023-05-19,85.09,Defective
1558,12322,2023-09-19,172.33,Changed Mind
1559,48153,2023-01-18,131.18,Changed Mind
1560,43322,2023-04-16,30.24,Changed Mind
1561,35727,2023-06-10,35.82,Changed Mind
1562,13294,2023-11-19,19.21,Defective
1563,18331,2023-03-03,60.88,Wrong Item
1564,11381,2023-12-23,97.23,Changed Mind
1565,31363,2023-05-21,190.35,Defective
1566,47672,2023-07-09,81.87,Defective
1567,17350,2023-03-11,103.77,Defective
1568,16572,2023-01-30,35.04,Wrong Item
1569,5961,2023-03-08,108.56,Changed Mind
1570,6659,2023-04-08,191.24,Wrong Item
1571,52477,2023-08-30,53.85,Wrong Item
1572,46011,2023-04-03,51.03,Defective
1573,54408,2023-07-12,80.46,Defective
1574,47740,2023-11-30,31.51,Wrong Item
1575,16274,2023-07-12,58.99,Changed Mind
1576,22898,2023-09-08,133.24,Defective
1577,43475,2023-12-17,189.95,Changed Mind
1578,20849,2023-09-29,122.05,Defective
1579,43362,2023-11-23,122.04,Changed Mind
1580,34448,2023-09-02,45.76,Defective
1581,45702,2023-01-08,35.52,Wrong Item
1582,6931,2023-01-03,79.46,Defective
1583,18418,2023-02-11,141.2,Defective
1584,19040,2023-05-12,15.98,Changed Mind
1585,7992,2023-01-09,56.5,Defective
1586,49878,2023-01-11,143.55,Wrong Item
1587,18908,2023-12-12,186.84,Wrong Item
1588,2675,2023-01-04,62.07,Defective
1589,21073,2023-05-30,194.61,Defective
1590,14185,2023-01-21,10.74,Changed Mind
1591,3691,2023-10-26,145.93,Defective
1592,23469,2023-03-19,68.81,Changed Mind
1593,13764,2023-06-18,131.26,Wrong Item
1594,13574,2023-02-01,107.97,Changed Mind
1595,1604,2023-10-22,193.96,Defective
1596,54217,2023-04-25,32.59,Wrong Item
1597,27087,2023-02-06,137.47,Defective
1598,28688,2023-09-22,129.43,Defective
1599,27339,2023-06-14,85.55,Wrong Item
1600,54497,2023-02-11,79.08,Changed Mind
1601,41772,2023-04-30,12.75,Changed Mind
1602,53707,2023-10-10,31.91,Wrong Item
1603,12411,2023-09-01,133.44,Changed Mind
1604,41664,2023-06-04,13.09,Changed Mind
1605,6402,2023-06-06,13.46,Defective
1606,17761,2023-09-02,74.95,Wrong Item
1607,21738,2023-08-25,73.52,Defective
1608,46975,2023-03-01,117.77,Defective
1609,13847,2023-02-20,89.43,Changed Mind
1610,8697,2023-05-23,11.32,Wrong Item
1611,25079,2023-03-14,198.05,Wrong Item
1612,56918,2023-03-19,71.12,Changed Mind
1613,46223,2023-02-10,44.46,Changed Mind
1614,45830,2023-01-01,101.29,Wrong Item
1615,33862,2023-12-22,45.72,Defective
1616,8440,2023-07-30,66.81,Changed Mind
1617,35270,2023-12-13,65.8,Defective
1618,27507,2023-04-08,169.0,Changed Mind
1619,21456,2023-06-06,22.48,Defective
1620,59002,2023-12-30,139.23,Defective
1621,22259,2023-06-16,41.13,Defective
1622,18461,2023-02-15,11.68,Defective
1623,38771,2023-11-11,189.7,Wrong Item
1624,2534,2023-10-06,36.77,Defective
1625,56202,2023-07-15,95.73,Wrong Item
1626,58251,2023-08-28,48.26,Wrong Item
1627,7736,2023-08-28,168.83,Changed Mind
1628,3211,2023-12-19,47.4,Defective
1629,6238,2023-07-10,136.21,Wrong Item
1630,54571,2023-12-26,74.64,Defective
1631,54167,2023-08-12,90.66,Wrong Item
1632,32698,2023-04-26,107.95,Wrong Item
1633,58711,2023-04-22,32.75,Changed Mind
1634,16022,2023-07-31,27.32,Wrong Item
1635,16263,2023-10-23,56.19,Changed Mind
1636,56967,2023-03-26,136.8,Wrong Item
1637,49607,2023-10-15,158.04,Defective
1638,6349,2023-06-29,17.19,Defective
1639,39133,2023-02-18,83.37,Wrong Item
1640,30933,2023-05-27,172.6,Wrong Item
1641,25924,2023-05-11,131.29,Changed Mind
1642,54449,2023-08-19,41.27,Defective
1643,48881,2023-06-28,133.04,Changed Mind
1644,27313,2023-08-26,30.08,Wrong Item
1645,46749,2023-12-01,128.69,Changed Mind
1646,20264,2023-05-20,176.8,Wrong Item
1647,24033,2023-02-05,181.67,Wrong Item
1648,20854,2023-01-24,95.17,Wrong Item
1649,10697,2023-02-19,15.44,Defective
1650,30246,2023-05-25,179.85,Defective
1651,60888,2023-09-25,60.66,Defective
1652,59473,2023-09-06,76.48,Defective
1653,60960,2023-07-06,97.65,Wrong Item
1654,27687,2023-03-10,169.41,Defective
1655,32364,2023-10-02,60.56,Defective
1656,54696,2023-03-23,72.88,Defective
1657,18496,2023-10-03,21.39,Wrong Item
1658,38501,2023-03-10,118.71,Wrong Item
1659,18728,2023-10-11,167.5,Changed Mind
1660,7871,2023-08-15,86.48,Defective
1661,4104,2023-02-05,194.47,Wrong Item
1662,17243,2023-02-13,39.41,Changed Mind
1663,41711,2023-05-10,189.68,Changed Mind
1664,38455,2023-05-16,75.94,Defective
1665,37268,2023-05-10,22.08,Defective
1666,24962,2023-07-03,69.17,Defective
1667,57226,2023-08-11,55.08,Wrong Item
1668,28757,2023-06-04,63.05,Changed Mind
1669,39098,2023-05-27,167.11,Defective
1670,10926,2023-05-11,60.22,Changed Mind
1671,2633,2023-06-28,30.76,Changed Mind
1672,47537,2023-01-16,140.12,Wrong Item
1673,23505,2023-01-11,118.35,Wrong Item
1674,46951,2023-11-09,105.99,Wrong Item
1675,3138,2023-09-02,44.03,Changed Mind
1676,48441,2023-03-28,187.88,Wrong Item
1677,19521,2023-01-14,168.35,Wrong Item
1678,11373,2023-02-19,120.07,Wrong Item
1679,36287,2023-11-11,89.64,Defective
1680,50774,2023-07-11,153.43,Wrong Item
1681,42321,2023-04-18,91.09,Wrong Item
1682,21469,2023-12-22,188.21,Changed Mind
1683,22882,2023-05-11,53.83,Wrong Item
1684,30020,2023-02-06,23.6,Changed Mind
1685,25024,2023-05-28,111.12,Changed Mind
1686,42127,2023-01-20,93.86,Defective
1687,21965,2023-01-29,98.15,Wrong Item
1688,27286,2023-01-02,182.72,Defective
1689,43719,2023-05-10,123.37,Wrong Item
1690,7090,2023-10-31,101.62,Defective
1691,55583,2023-06-30,132.81,Wrong Item
1692,58601,2023-02-02,66.49,Defective
1693,51610,2023-06-05,53.93,Changed Mind
1694,7279,2023-01-15,10.27,Changed Mind
1695,30083,2023-09-30,160.36,Changed Mind
1696,1832,2023-04-07,10.64,Changed Mind
1697,36647,2023-11-08,55.79,Changed Mind
1698,60193,2023-07-14,22.75,Wrong Item
1699,29263,2023-11-25,100.12,Changed Mind
1700,58997,2023-12-23,163.85,Wrong Item
1701,53551,2023-11-24,97.49,Changed Mind
1702,27211,2023-08-03,110.94,Changed Mind
1703,4830,2023-12-17,55.63,Wrong Item
1704,57162,2023-08-01,84.22,Changed Mind
1705,43132,2023-01-11,64.67,Defective
1706,30558,2023-04-02,173.62,Defective
1707,37756,2023-10-08,176.17,Changed Mind
1708,45150,2023-10-21,110.57,Changed Mind
1709,18285,2023-08-07,158.1,Wrong Item
1710,40663,2023-06-17,168.68,Defective
1711,20875,2023-10-08,179.24,Defective
1712,49193,2023-01-29,113.8,Wrong Item
1713,4073,2023-03-01,181.12,Defective
1714,11960,2023-11-22,91.49,Changed Mind
1715,40352,2023-06-24,194.03,Changed Mind
1716,8433,2023-08-30,165.47,Defective
1717,7796,2023-08-04,165.36,Changed Mind
1718,58247,2023-09-11,33.37,Changed Mind
1719,50595,2023-01-06,155.61,Defective
1720,25437,2023-03-16,69.08,Wrong Item
1721,15791,2023-08-14,181.06,Defective
1722,51824,2023-06-05,73.21,Defective
1723,10121,2023-07-08,75.85,Changed Mind
1724,22260,2023-06-07,145.12,Wrong Item
1725,17982,2023-08-31,177.54,Defective
1726,3964,2023-02-05,73.55,Wrong Item
1727,54071,2023-12-18,70.08,Defective
1728,20146,2023-11-18,23.2,Wrong Item
1729,27013,2023-05-28,156.6,Wrong Item
1730,9568,2023-09-19,99.67,Wrong Item
1731,39741,2023-12-05,124.02,Defective
1732,14848,2023-08-23,77.43,Changed Mind
1733,15204,2023-07-17,168.72,Changed Mind
1734,6762,2023-08-31,121.89,Changed Mind
1735,15800,2023-07-16,177.38,Defective
1736,43652,2023-10-30,42.68,Wrong Item
1737,50506,2023-12-09,13.68,Defective
1738,55380,2023-05-31,77.46,Changed Mind
1739,43259,2023-11-19,81.29,Wrong Item
1740,16893,2023-07-02,78.2,Wrong Item
1741,41716,2023-04-07,154.01,Wrong Item
1742,40729,2023-05-24,34.93,Changed Mind
1743,31927,2023-12-01,157.39,Wrong Item
1744,14545,2023-07-30,135.23,Changed Mind
1745,21233,2023-05-22,125.05,Changed Mind
1746,16430,2023-02-14,145.98,Changed Mind
1747,43665,2023-08-10,108.16,Wrong Item
1748,6502,2023-11-21,171.18,Wrong Item
1749,40821,2023-12-11,64.72,Wrong Item
1750,2330,2023-08-22,133.83,Defective
1751,11334,2023-05-03,122.95,Defective
1752,19872,2023-12-16,159.29,Defective
1753,27038,2023-11-19,118.17,Changed Mind
1754,19669,2023-07-27,17.09,Changed Mind
1755,12956,2023-12-12,78.92,Defective
1756,27350,2023-07-18,166.6,Wrong Item
1757,20241,2023-06-05,82.77,Wrong Item
1758,13535,2023-08-22,101.15,Defective
1759,37113,2023-12-14,96.43,Wrong Item
1760,24075,2023-02-14,95.09,Changed Mind
1761,33964,2023-02-08,107.13,Changed Mind
1762,54987,2023-06-27,189.91,Wrong Item
1763,15050,2023-09-22,90.91,Defective
1764,52694,2023-12-29,150.45,Defective
1765,44916,2023-04-24,156.41,Changed Mind
1766,22100,2023-05-15,105.57,Changed Mind
1767,33962,2023-06-01,144.65,Defective
1768,56879,2023-06-20,15.34,Defective
1769,43618,2023-01-09,28.68,Changed Mind
1770,4001,2023-06-30,54.37,Changed Mind
1771,18047,2023-11-10,59.07,Wrong Item
1772,2492,2023-10-07,17.66,Wrong Item
1773,5089,2023-03-18,123.55,Wrong Item
1774,6349,2023-06-28,163.12,Wrong Item
1775,16837,2023-12-31,14.21,Wrong Item
1776,59547,2023-01-10,112.23,Changed Mind
1777,35171,2023-12-28,107.24,Defective
1778,33010,2023-02-03,71.49,Wrong Item
1779,13648,2023-10-08,63.45,Wrong Item
1780,45920,2023-07-17,112.66,Defective
1781,35809,2023-09-26,186.08,Wrong Item
1782,20122,2023-01-28,100.2,Defective
1783,14435,2023-10-30,150.33,Changed Mind
1784,49312,2023-06-27,51.99,Changed Mind
1785,21643,2023-04-02,148.8,Defective
1786,54650,2023-08-06,167.54,Wrong Item
1787,25025,2023-08-19,67.73,Wrong Item
1788,28540,2023-07-24,119.95,Defective
1789,50159,2023-11-10,190.74,Wrong Item
1790,21240,2023-07-31,151.13,Changed Mind
1791,46329,2023-05-10,149.02,Changed Mind
1792,7950,2023-01-21,52.96,Defective
1793,20739,2023-03-29,140.23,Changed Mind
1794,15776,2023-10-21,169.02,Changed Mind
1795,21649,2023-08-24,19.48,Defective
1796,17974,2023-02-16,37.38,Wrong Item
1797,58486,2023-06-09,93.49,Changed Mind
1798,60106,2023-06-01,100.55,Wrong Item
1799,12320,2023-11-18,73.78,Defective
1800,47882,2023-08-13,68.44,Wrong Item
1801,50751,2023-06-10,94.25,Changed Mind
1802,4695,2023-03-16,54.62,Defective
1803,54404,2023-01-24,34.81,Defective
1804,18163,2023-01-15,153.13,Changed Mind
1805,5567,2023-11-04,15.76,Wrong Item
1806,41975,2023-08-04,199.63,Defective
1807,10872,2023-07-11,159.57,Changed Mind
1808,27401,2023-10-18,185.07,Changed Mind
1809,19629,2023-06-18,171.14,Changed Mind
1810,43524,2023-10-26,38.79,Wrong Item
1811,12876,2023-12-19,72.43,Defective
1812,36721,2023-03-13,41.04,Changed Mind
1813,18706,2023-09-23,163.66,Defective
1814,26196,2023-09-28,167.43,Defective
1815,32556,2023-04-03,63.52,Defective
1816,48403,2023-11-25,120.82,Defective
1817,38874,2023-12-01,190.35,Changed Mind
1818,31845,2023-09-30,29.28,Defective
1819,23366,2023-05-03,111.88,Changed Mind
1820,35195,2023-03-09,98.1,Wrong Item
1821,57539,2023-10-10,80.9,Defective
1822,12130,2023-11-20,67.02,Changed Mind
1823,52508,2023-07-11,43.77,Defective
1824,45717,2023-06-28,114.91,Changed Mind
1825,11217,2023-08-27,17.01,Wrong Item
1826,3673,2023-01-11,103.51,Wrong Item
1827,11794,2023-02-22,160.02,Changed Mind
1828,37305,2023-11-16,147.54,Defective
1829,6924,2023-07-19,175.31,Changed Mind
1830,56422,2023-11-17,46.52,Changed Mind
1831,44633,2023-02-14,75.46,Changed Mind
1832,18027,2023-10-28,75.49,Changed Mind
1833,31932,2023-11-07,35.38,Wrong Item
1834,23327,2023-04-29,59.2,Defective
1835,60941,2023-08-31,122.0,Changed Mind
1836,26555,2023-08-15,130.83,Defective
1837,20308,2023-06-03,159.75,Defective
1838,1129,2023-01-01,20.87,Changed Mind
1839,18455,2023-10-19,77.29,Defective
1840,14737,2023-10-10,69.9,Wrong Item
1841,46800,2023-05-12,45.22,Defective
1842,39030,2023-10-08,78.34,Defective
1843,3566,2023-11-14,92.81,Changed Mind
1844,36234,2023-05-17,33.38,Wrong Item
1845,42766,2023-11-25,79.57,Defective
1846,46917,2023-10-17,148.24,Defective
1847,6705,2023-09-04,76.41,Wrong Item
1848,49775,2023-03-16,74.34,Wrong Item
1849,25050,2023-05-19,27.42,Changed Mind
1850,18470,2023-09-06,59.85,Wrong Item
1851,37600,2023-01-31,18.76,Wrong Item
1852,47615,2023-09-12,35.69,Wrong Item
1853,53034,2023-11-08,139.99,Defective
1854,47524,2023-08-08,73.63,Defective
1855,48705,2023-03-05,71.5,Changed Mind
1856,6377,2023-02-06,25.54,Defective
1857,26048,2023-03-19,95.04,Changed Mind
1858,35301,2023-01-04,83.88,Wrong Item
1859,59850,2023-02-25,85.24,Defective
1860,39782,2023-04-13,175.62,Defective
1861,4944,2023-03-23,151.53,Wrong Item
1862,50918,2023-09-01,119.99,Defective
